"All Cancer Sites Combined"
"SEER Incidence Rates by Age at Diagnosis, 2014-2018"

Sex,Race/Ethnicity,"Rate Type",Age,"Rate per 100,000","Rate Standard Error","Rate Lower 95% Confidence Interval","Rate Upper 95% Confidence Interval"
"Both Sexes","Black (includes Hispanic)","Delay-adjusted SEER Incidence Rate",30-34,80.5715,1.2130,78.2114,82.9842
"Both Sexes","Black (includes Hispanic)","Delay-adjusted SEER Incidence Rate",35-39,133.1690,1.6133,130.0255,136.3688
"Both Sexes","Black (includes Hispanic)","Delay-adjusted SEER Incidence Rate",40-44,224.8157,2.1617,220.5985,229.0927
"Both Sexes","Black (includes Hispanic)","Delay-adjusted SEER Incidence Rate",45-49,361.9885,2.7027,356.7103,367.3247
"Both Sexes","Black (includes Hispanic)","Delay-adjusted SEER Incidence Rate",50-54,621.2152,3.5069,614.3606,628.1267
"Both Sexes","Black (includes Hispanic)","Delay-adjusted SEER Incidence Rate",55-59,959.5872,4.5032,950.7812,968.4540
"Both Sexes","Black (includes Hispanic)","Delay-adjusted SEER Incidence Rate",60-64,1390.9992,6.0093,1379.2457,1402.8272
"Both Sexes","Black (includes Hispanic)","Delay-adjusted SEER Incidence Rate",65-69,1835.6371,7.9204,1820.1457,1851.2266
"Both Sexes","Black (includes Hispanic)","Delay-adjusted SEER Incidence Rate",70-74,1991.9815,10.0053,1972.4192,2011.6882
"Both Sexes","Black (includes Hispanic)","Delay-adjusted SEER Incidence Rate",75-79,2090.6891,12.3616,2066.5302,2115.0580
"Both Sexes","Black (includes Hispanic)","Delay-adjusted SEER Incidence Rate",80-84,2065.7566,15.1339,2036.2000,2095.6319
"Both Sexes","Black (includes Hispanic)","Delay-adjusted SEER Incidence Rate",85+,1814.9595,14.4348,1786.7766,1843.4725
"Both Sexes","Hispanic (any race)","Delay-adjusted SEER Incidence Rate",<1,23.2084,1.0340,21.2257,25.3253
"Both Sexes","Hispanic (any race)","Delay-adjusted SEER Incidence Rate",1-4,22.0486,0.4989,21.0815,23.0483
"Both Sexes","Hispanic (any race)","Delay-adjusted SEER Incidence Rate",5-9,14.0497,0.3539,13.3646,14.7606
"Both Sexes","Hispanic (any race)","Delay-adjusted SEER Incidence Rate",10-14,16.8063,0.3949,16.0411,17.5984
"Both Sexes","Hispanic (any race)","Delay-adjusted SEER Incidence Rate",15-19,24.8480,0.4865,23.9034,25.8200
"Both Sexes","Hispanic (any race)","Delay-adjusted SEER Incidence Rate",20-24,36.7781,0.5828,35.6446,37.9382
"Both Sexes","Hispanic (any race)","Delay-adjusted SEER Incidence Rate",25-29,55.6917,0.7257,54.2784,57.1323
"Both Sexes","Hispanic (any race)","Delay-adjusted SEER Incidence Rate",30-34,84.4787,0.9211,82.6829,86.3036
"Both Sexes","Hispanic (any race)","Delay-adjusted SEER Incidence Rate",35-39,124.0364,1.1475,121.7975,126.3060
"Both Sexes","Hispanic (any race)","Delay-adjusted SEER Incidence Rate",40-44,191.2554,1.4851,188.3556,194.1883
"Both Sexes","Hispanic (any race)","Delay-adjusted SEER Incidence Rate",45-49,281.7974,1.8767,278.1310,285.4998
"Both Sexes","Hispanic (any race)","Delay-adjusted SEER Incidence Rate",50-54,450.0077,2.5320,445.0585,454.9978
"Both Sexes","Hispanic (any race)","Delay-adjusted SEER Incidence Rate",55-59,660.8336,3.3787,654.2279,667.4891
"Both Sexes","Hispanic (any race)","Delay-adjusted SEER Incidence Rate",60-64,957.3128,4.6612,948.1985,966.4924
"Both Sexes","Hispanic (any race)","Delay-adjusted SEER Incidence Rate",65-69,1312.6442,6.4111,1300.1084,1325.2702
"Both Sexes","Hispanic (any race)","Delay-adjusted SEER Incidence Rate",70-74,1555.2622,8.4363,1538.7708,1571.8853
"Both Sexes","Hispanic (any race)","Delay-adjusted SEER Incidence Rate",75-79,1754.7216,10.7588,1733.6972,1775.9358
"Both Sexes","Hispanic (any race)","Delay-adjusted SEER Incidence Rate",80-84,1843.7784,13.3454,1817.7135,1870.1214
"Both Sexes","Hispanic (any race)","Delay-adjusted SEER Incidence Rate",85+,1777.1070,13.4317,1750.8777,1803.6286
"Both Sexes","Non-Hispanic White","Delay-adjusted SEER Incidence Rate",<1,29.3587,0.9491,27.5277,31.2789
"Both Sexes","Non-Hispanic White","Delay-adjusted SEER Incidence Rate",1-4,24.7122,0.4344,23.8681,25.5784
"Both Sexes","Non-Hispanic White","Delay-adjusted SEER Incidence Rate",5-9,14.7107,0.2974,14.1336,15.3053
"Both Sexes","Non-Hispanic White","Delay-adjusted SEER Incidence Rate",10-14,17.3608,0.3150,16.7487,17.9894
"Both Sexes","Non-Hispanic White","Delay-adjusted SEER Incidence Rate",15-19,28.1071,0.3912,27.3456,28.8843
"Both Sexes","Non-Hispanic White","Delay-adjusted SEER Incidence Rate",20-24,45.6017,0.4810,44.6639,46.5543
"Both Sexes","Non-Hispanic White","Delay-adjusted SEER Incidence Rate",25-29,72.8817,0.5893,71.7312,74.0461
"Both Sexes","Non-Hispanic White","Delay-adjusted SEER Incidence Rate",30-34,115.9198,0.7572,114.4404,117.4135
"Both Sexes","Non-Hispanic White","Delay-adjusted SEER Incidence Rate",35-39,167.7792,0.9391,165.9436,169.6299
"Both Sexes","Non-Hispanic White","Delay-adjusted SEER Incidence Rate",40-44,258.3644,1.1797,256.0573,260.6871
"Both Sexes","Non-Hispanic White","Delay-adjusted SEER Incidence Rate",45-49,394.9532,1.3700,392.2725,397.6475
"Both Sexes","Non-Hispanic White","Delay-adjusted SEER Incidence Rate",50-54,616.1828,1.6213,613.0091,619.3687
"Both Sexes","Non-Hispanic White","Delay-adjusted SEER Incidence Rate",55-59,889.1183,1.9009,885.3965,892.8519
"Both Sexes","Non-Hispanic White","Delay-adjusted SEER Incidence Rate",60-64,1253.4974,2.3594,1248.8773,1258.1303
"Both Sexes","Non-Hispanic White","Delay-adjusted SEER Incidence Rate",65-69,1725.2517,2.9848,1719.4065,1731.1117
"Both Sexes","Non-Hispanic White","Delay-adjusted SEER Incidence Rate",70-74,2119.0995,3.8275,2111.6043,2126.6145
"Both Sexes","Non-Hispanic White","Delay-adjusted SEER Incidence Rate",75-79,2429.4135,4.9103,2419.7989,2439.0565
"Both Sexes","Non-Hispanic White","Delay-adjusted SEER Incidence Rate",80-84,2564.0143,5.9470,2552.3714,2575.6969
"Both Sexes","Non-Hispanic White","Delay-adjusted SEER Incidence Rate",85+,2327.1742,5.2281,2316.9384,2337.4437
"Both Sexes","White (includes Hispanic)","Delay-adjusted SEER Incidence Rate",<1,26.9334,0.7224,25.5359,28.3872
"Both Sexes","White (includes Hispanic)","Delay-adjusted SEER Incidence Rate",1-4,24.0903,0.3400,23.4285,24.7659
"Both Sexes","White (includes Hispanic)","Delay-adjusted SEER Incidence Rate",5-9,14.7649,0.2367,14.3046,15.2362
"Both Sexes","White (includes Hispanic)","Delay-adjusted SEER Incidence Rate",10-14,17.4329,0.2548,16.9370,17.9395
"Both Sexes","White (includes Hispanic)","Delay-adjusted SEER Incidence Rate",15-19,27.4756,0.3160,26.8597,28.1020
"Both Sexes","White (includes Hispanic)","Delay-adjusted SEER Incidence Rate",20-24,43.1119,0.3845,42.3615,43.8722
"Both Sexes","White (includes Hispanic)","Delay-adjusted SEER Incidence Rate",25-29,68.2701,0.4756,67.3410,69.2087
"Both Sexes","White (includes Hispanic)","Delay-adjusted SEER Incidence Rate",30-34,107.1061,0.6087,105.9164,108.3057
"Both Sexes","White (includes Hispanic)","Delay-adjusted SEER Incidence Rate",35-39,155.4195,0.7546,153.9439,156.9057
"Both Sexes","White (includes Hispanic)","Delay-adjusted SEER Incidence Rate",40-44,239.6223,0.9556,237.7530,241.5025
"Both Sexes","White (includes Hispanic)","Delay-adjusted SEER Incidence Rate",45-49,367.3601,1.1425,365.1241,369.6062
"Both Sexes","White (includes Hispanic)","Delay-adjusted SEER Incidence Rate",50-54,582.0458,1.4007,579.3035,584.7977
"Both Sexes","White (includes Hispanic)","Delay-adjusted SEER Incidence Rate",55-59,850.6000,1.6913,847.2883,853.9214
"Both Sexes","White (includes Hispanic)","Delay-adjusted SEER Incidence Rate",60-64,1209.6493,2.1392,1205.4600,1213.8494
"Both Sexes","White (includes Hispanic)","Delay-adjusted SEER Incidence Rate",65-69,1674.3489,2.7469,1668.9694,1679.7413
"Both Sexes","White (includes Hispanic)","Delay-adjusted SEER Incidence Rate",70-74,2053.6975,3.5376,2046.7697,2060.6428
"Both Sexes","White (includes Hispanic)","Delay-adjusted SEER Incidence Rate",75-79,2352.2137,4.5365,2343.3305,2361.1221
"Both Sexes","White (includes Hispanic)","Delay-adjusted SEER Incidence Rate",80-84,2486.0231,5.5128,2475.2297,2496.8516
"Both Sexes","White (includes Hispanic)","Delay-adjusted SEER Incidence Rate",85+,2279.5495,4.9237,2269.9093,2289.2203
Female,"All Races (includes Hispanic)","Delay-adjusted SEER Incidence Rate",<1,25.4500,0.8555,23.8006,27.1832
Female,"All Races (includes Hispanic)","Delay-adjusted SEER Incidence Rate",1-4,22.1368,0.3961,21.3672,22.9269
Female,"All Races (includes Hispanic)","Delay-adjusted SEER Incidence Rate",5-9,12.7586,0.2669,12.2408,13.2926
Female,"All Races (includes Hispanic)","Delay-adjusted SEER Incidence Rate",10-14,16.0030,0.2968,15.4265,16.5955
Female,"All Races (includes Hispanic)","Delay-adjusted SEER Incidence Rate",15-19,25.1393,0.3677,24.4238,25.8704
Female,"All Races (includes Hispanic)","Delay-adjusted SEER Incidence Rate",20-24,41.0459,0.4545,40.1599,41.9465
Female,"All Races (includes Hispanic)","Delay-adjusted SEER Incidence Rate",25-29,73.6295,0.5932,72.4713,74.8014
Female,"All Races (includes Hispanic)","Delay-adjusted SEER Incidence Rate",30-34,129.4017,0.8036,127.8314,130.9865
Female,"All Races (includes Hispanic)","Delay-adjusted SEER Incidence Rate",35-39,199.6719,1.0235,197.6709,201.6881
Female,"All Races (includes Hispanic)","Delay-adjusted SEER Incidence Rate",40-44,316.8413,1.3124,314.2743,319.4240
Female,"All Races (includes Hispanic)","Delay-adjusted SEER Incidence Rate",45-49,458.6753,1.5408,455.6603,461.7053
Female,"All Races (includes Hispanic)","Delay-adjusted SEER Incidence Rate",50-54,633.3237,1.7753,629.8488,636.8129
Female,"All Races (includes Hispanic)","Delay-adjusted SEER Incidence Rate",55-59,811.8591,2.0162,807.9121,815.8205
Female,"All Races (includes Hispanic)","Delay-adjusted SEER Incidence Rate",60-64,1061.0796,2.4423,1056.2981,1065.8774
Female,"All Races (includes Hispanic)","Delay-adjusted SEER Incidence Rate",65-69,1378.2952,3.0336,1372.3557,1384.2539
Female,"All Races (includes Hispanic)","Delay-adjusted SEER Incidence Rate",70-74,1665.4040,3.8645,1657.8382,1672.9957
Female,"All Races (includes Hispanic)","Delay-adjusted SEER Incidence Rate",75-79,1873.5771,4.8311,1864.1202,1883.0699
Female,"All Races (includes Hispanic)","Delay-adjusted SEER Incidence Rate",80-84,1968.7735,5.7538,1957.5121,1980.0833
Female,"All Races (includes Hispanic)","Delay-adjusted SEER Incidence Rate",85+,1807.5227,4.9378,1797.8576,1817.2267
Female,"American Indian / Alaska Native (includes Hispanic)","Delay-adjusted SEER Incidence Rate",<1,-,-,-,-
Female,"American Indian / Alaska Native (includes Hispanic)","Delay-adjusted SEER Incidence Rate",1-4,16.8843,3.3143,11.0247,24.6703
Female,"American Indian / Alaska Native (includes Hispanic)","Delay-adjusted SEER Incidence Rate",5-9,-,-,-,-
Female,"American Indian / Alaska Native (includes Hispanic)","Delay-adjusted SEER Incidence Rate",10-14,-,-,-,-
Female,"American Indian / Alaska Native (includes Hispanic)","Delay-adjusted SEER Incidence Rate",15-19,11.2582,2.5197,6.8734,17.3221
Female,"American Indian / Alaska Native (includes Hispanic)","Delay-adjusted SEER Incidence Rate",20-24,24.2929,3.6244,17.7143,32.4598
Female,"American Indian / Alaska Native (includes Hispanic)","Delay-adjusted SEER Incidence Rate",25-29,47.7893,5.1288,38.2680,58.9134
Female,"American Indian / Alaska Native (includes Hispanic)","Delay-adjusted SEER Incidence Rate",30-34,117.4832,8.4860,101.4388,135.2948
Female,"American Indian / Alaska Native (includes Hispanic)","Delay-adjusted SEER Incidence Rate",35-39,157.5200,10.3295,137.9235,179.0598
Female,"American Indian / Alaska Native (includes Hispanic)","Delay-adjusted SEER Incidence Rate",40-44,224.0154,12.9873,199.2813,250.9066
Female,"American Indian / Alaska Native (includes Hispanic)","Delay-adjusted SEER Incidence Rate",45-49,324.4067,15.8055,294.1642,356.8531
Female,"American Indian / Alaska Native (includes Hispanic)","Delay-adjusted SEER Incidence Rate",50-54,492.2455,19.1636,455.3970,531.2236
Female,"American Indian / Alaska Native (includes Hispanic)","Delay-adjusted SEER Incidence Rate",55-59,622.1381,22.2374,579.3113,667.2314
Female,"American Indian / Alaska Native (includes Hispanic)","Delay-adjusted SEER Incidence Rate",60-64,897.7147,29.5446,840.7347,957.4642
Female,"American Indian / Alaska Native (includes Hispanic)","Delay-adjusted SEER Incidence Rate",65-69,1047.1730,36.9435,976.0074,1122.0514
Female,"American Indian / Alaska Native (includes Hispanic)","Delay-adjusted SEER Incidence Rate",70-74,1306.7964,50.2362,1210.1770,1408.9157
Female,"American Indian / Alaska Native (includes Hispanic)","Delay-adjusted SEER Incidence Rate",75-79,1488.5073,65.4012,1363.0663,1622.1471
Female,"American Indian / Alaska Native (includes Hispanic)","Delay-adjusted SEER Incidence Rate",80-84,1626.4458,84.8647,1464.3470,1801.2375
Female,"American Indian / Alaska Native (includes Hispanic)","Delay-adjusted SEER Incidence Rate",85+,1460.8856,84.5515,1299.8502,1635.9439
Female,"Asian / Pacific Islander (includes Hispanic)","Delay-adjusted SEER Incidence Rate",<1,28.3266,2.9223,22.8897,34.6549
Female,"Asian / Pacific Islander (includes Hispanic)","Delay-adjusted SEER Incidence Rate",1-4,22.5280,1.2776,20.0932,25.1741
Female,"Asian / Pacific Islander (includes Hispanic)","Delay-adjusted SEER Incidence Rate",5-9,11.1056,0.7954,9.6013,12.7767
Female,"Asian / Pacific Islander (includes Hispanic)","Delay-adjusted SEER Incidence Rate",10-14,13.2955,0.8638,11.6563,15.0987
Female,"Asian / Pacific Islander (includes Hispanic)","Delay-adjusted SEER Incidence Rate",15-19,21.4295,1.0923,19.3417,23.6790
Female,"Asian / Pacific Islander (includes Hispanic)","Delay-adjusted SEER Incidence Rate",20-24,32.2730,1.2583,29.8535,34.8347
Female,"Asian / Pacific Islander (includes Hispanic)","Delay-adjusted SEER Incidence Rate",25-29,55.6207,1.4726,52.7715,58.5823
Female,"Asian / Pacific Islander (includes Hispanic)","Delay-adjusted SEER Incidence Rate",30-34,99.3688,1.9457,95.5915,103.2558
Female,"Asian / Pacific Islander (includes Hispanic)","Delay-adjusted SEER Incidence Rate",35-39,165.4029,2.5713,160.4011,170.5196
Female,"Asian / Pacific Islander (includes Hispanic)","Delay-adjusted SEER Incidence Rate",40-44,282.4572,3.4208,275.7920,289.2415
Female,"Asian / Pacific Islander (includes Hispanic)","Delay-adjusted SEER Incidence Rate",45-49,418.1568,4.3094,409.7526,426.6885
Female,"Asian / Pacific Islander (includes Hispanic)","Delay-adjusted SEER Incidence Rate",50-54,535.4693,5.0752,525.5677,545.5089
Female,"Asian / Pacific Islander (includes Hispanic)","Delay-adjusted SEER Incidence Rate",55-59,626.3111,5.6752,615.2368,637.5331
Female,"Asian / Pacific Islander (includes Hispanic)","Delay-adjusted SEER Incidence Rate",60-64,787.2459,6.7678,774.0364,800.6223
Female,"Asian / Pacific Islander (includes Hispanic)","Delay-adjusted SEER Incidence Rate",65-69,957.1777,8.2353,941.1039,973.4546
Female,"Asian / Pacific Islander (includes Hispanic)","Delay-adjusted SEER Incidence Rate",70-74,1086.4159,10.5018,1065.9291,1107.1940
Female,"Asian / Pacific Islander (includes Hispanic)","Delay-adjusted SEER Incidence Rate",75-79,1187.2916,12.8698,1162.1997,1212.7838
Female,"Asian / Pacific Islander (includes Hispanic)","Delay-adjusted SEER Incidence Rate",80-84,1336.3716,16.0991,1305.0020,1368.2981
Female,"Asian / Pacific Islander (includes Hispanic)","Delay-adjusted SEER Incidence Rate",85+,1288.1946,14.8626,1259.2273,1317.6544
Female,"Black (includes Hispanic)","Delay-adjusted SEER Incidence Rate",<1,23.6239,2.0964,19.6939,28.1036
Female,"Black (includes Hispanic)","Delay-adjusted SEER Incidence Rate",1-4,16.3239,0.8653,14.6719,18.1098
Female,"Black (includes Hispanic)","Delay-adjusted SEER Incidence Rate",5-9,10.7509,0.6208,9.5686,12.0381
Female,"Black (includes Hispanic)","Delay-adjusted SEER Incidence Rate",10-14,11.9324,0.6569,10.6794,13.2910
Female,"Black (includes Hispanic)","Delay-adjusted SEER Incidence Rate",15-19,17.4299,0.7804,15.9338,19.0277
Female,"Black (includes Hispanic)","Delay-adjusted SEER Incidence Rate",20-24,27.4272,0.9337,25.6274,29.3192
Female,"Black (includes Hispanic)","Delay-adjusted SEER Incidence Rate",25-29,51.9218,1.2784,49.4461,54.4884
Female,"Black (includes Hispanic)","Delay-adjusted SEER Incidence Rate",30-34,104.0523,1.9205,100.3218,107.8851
Female,"Black (includes Hispanic)","Delay-adjusted SEER Incidence Rate",35-39,175.7709,2.5538,170.8006,180.8481
Female,"Black (includes Hispanic)","Delay-adjusted SEER Incidence Rate",40-44,287.3748,3.3492,280.8476,294.0145
Female,"Black (includes Hispanic)","Delay-adjusted SEER Incidence Rate",45-49,415.8974,3.9694,408.1534,423.7505
Female,"Black (includes Hispanic)","Delay-adjusted SEER Incidence Rate",50-54,604.6449,4.7343,595.4010,613.9955
Female,"Black (includes Hispanic)","Delay-adjusted SEER Incidence Rate",55-59,820.6496,5.6779,809.5583,831.8539
Female,"Black (includes Hispanic)","Delay-adjusted SEER Incidence Rate",60-64,1103.3353,7.2093,1089.2499,1117.5560
Female,"Black (includes Hispanic)","Delay-adjusted SEER Incidence Rate",65-69,1394.0014,9.1584,1376.1084,1412.0674
Female,"Black (includes Hispanic)","Delay-adjusted SEER Incidence Rate",70-74,1583.8379,11.6584,1561.0693,1606.8532
Female,"Black (includes Hispanic)","Delay-adjusted SEER Incidence Rate",75-79,1729.1560,14.4238,1700.9999,1757.6580
Female,"Black (includes Hispanic)","Delay-adjusted SEER Incidence Rate",80-84,1795.8102,17.6708,1761.3410,1830.7796
Female,"Black (includes Hispanic)","Delay-adjusted SEER Incidence Rate",85+,1603.5223,16.2029,1571.9205,1635.5951
Female,"Hispanic (any race)","Delay-adjusted SEER Incidence Rate",<1,21.7995,1.4316,19.0837,24.7909
Female,"Hispanic (any race)","Delay-adjusted SEER Incidence Rate",1-4,20.9265,0.6938,19.5885,22.3312
Female,"Hispanic (any race)","Delay-adjusted SEER Incidence Rate",5-9,12.6449,0.4794,11.7227,13.6201
Female,"Hispanic (any race)","Delay-adjusted SEER Incidence Rate",10-14,16.4156,0.5567,15.3425,17.5436
Female,"Hispanic (any race)","Delay-adjusted SEER Incidence Rate",15-19,22.9111,0.6671,21.6222,24.2564
Female,"Hispanic (any race)","Delay-adjusted SEER Incidence Rate",20-24,34.2965,0.8076,32.7316,35.9164
Female,"Hispanic (any race)","Delay-adjusted SEER Incidence Rate",25-29,65.8835,1.1435,63.6612,68.1631
Female,"Hispanic (any race)","Delay-adjusted SEER Incidence Rate",30-34,112.2180,1.5359,109.2276,115.2691
Female,"Hispanic (any race)","Delay-adjusted SEER Incidence Rate",35-39,173.8736,1.9481,170.0761,177.7340
Female,"Hispanic (any race)","Delay-adjusted SEER Incidence Rate",40-44,271.7373,2.5171,266.8259,276.7158
Female,"Hispanic (any race)","Delay-adjusted SEER Incidence Rate",45-49,380.3390,3.0979,374.2912,386.4595
Female,"Hispanic (any race)","Delay-adjusted SEER Incidence Rate",50-54,531.8023,3.8865,524.2118,539.4745
Female,"Hispanic (any race)","Delay-adjusted SEER Incidence Rate",55-59,676.7700,4.7744,667.4444,686.1927
Female,"Hispanic (any race)","Delay-adjusted SEER Incidence Rate",60-64,895.7662,6.2079,883.6398,908.0164
Female,"Hispanic (any race)","Delay-adjusted SEER Incidence Rate",65-69,1138.2515,8.1125,1122.4062,1154.2633
Female,"Hispanic (any race)","Delay-adjusted SEER Incidence Rate",70-74,1327.1992,10.3879,1306.9163,1347.7161
Female,"Hispanic (any race)","Delay-adjusted SEER Incidence Rate",75-79,1472.0396,12.9077,1446.8484,1497.5568
Female,"Hispanic (any race)","Delay-adjusted SEER Incidence Rate",80-84,1536.8935,15.6918,1506.2903,1567.9586
Female,"Hispanic (any race)","Delay-adjusted SEER Incidence Rate",85+,1512.3616,15.4450,1482.2396,1542.9382
Female,"Non-Hispanic White","Delay-adjusted SEER Incidence Rate",<1,26.6141,1.2956,24.1349,29.2775
Female,"Non-Hispanic White","Delay-adjusted SEER Incidence Rate",1-4,23.7470,0.6101,22.5660,24.9734
Female,"Non-Hispanic White","Delay-adjusted SEER Incidence Rate",5-9,13.2805,0.4047,12.4991,14.0978
Female,"Non-Hispanic White","Delay-adjusted SEER Incidence Rate",10-14,16.9996,0.4466,16.1354,17.8978
Female,"Non-Hispanic White","Delay-adjusted SEER Incidence Rate",15-19,28.5090,0.5642,27.4139,29.6364
Female,"Non-Hispanic White","Delay-adjusted SEER Incidence Rate",20-24,48.9104,0.7148,47.5194,50.3316
Female,"Non-Hispanic White","Delay-adjusted SEER Incidence Rate",25-29,84.8739,0.9082,83.1030,86.6728
Female,"Non-Hispanic White","Delay-adjusted SEER Incidence Rate",30-34,145.8665,1.2094,143.5056,148.2564
Female,"Non-Hispanic White","Delay-adjusted SEER Incidence Rate",35-39,219.4227,1.5270,216.4399,222.4361
Female,"Non-Hispanic White","Delay-adjusted SEER Incidence Rate",40-44,345.5297,1.9359,341.7457,349.3451
Female,"Non-Hispanic White","Delay-adjusted SEER Incidence Rate",45-49,497.4997,2.1756,493.2446,501.7822
Female,"Non-Hispanic White","Delay-adjusted SEER Incidence Rate",50-54,676.7881,2.3960,672.1002,681.5005
Female,"Non-Hispanic White","Delay-adjusted SEER Incidence Rate",55-59,861.4293,2.6293,856.2837,866.5981
Female,"Non-Hispanic White","Delay-adjusted SEER Incidence Rate",60-64,1119.3546,3.1127,1113.2620,1125.4721
Female,"Non-Hispanic White","Delay-adjusted SEER Incidence Rate",65-69,1470.2953,3.8166,1462.8243,1477.7948
Female,"Non-Hispanic White","Delay-adjusted SEER Incidence Rate",70-74,1802.1727,4.8352,1792.7081,1811.6745
Female,"Non-Hispanic White","Delay-adjusted SEER Incidence Rate",75-79,2045.5655,6.0685,2033.6886,2057.4943
Female,"Non-Hispanic White","Delay-adjusted SEER Incidence Rate",80-84,2132.6350,7.1250,2118.6929,2146.6456
Female,"Non-Hispanic White","Delay-adjusted SEER Incidence Rate",85+,1920.1914,5.8857,1908.6727,1931.7619
Female,"White (includes Hispanic)","Delay-adjusted SEER Incidence Rate",<1,24.8169,0.9927,22.9091,26.8404
Female,"White (includes Hispanic)","Delay-adjusted SEER Incidence Rate",1-4,23.0583,0.4759,22.1350,24.0102
Female,"White (includes Hispanic)","Delay-adjusted SEER Incidence Rate",5-9,13.3023,0.3214,12.6797,13.9474
Female,"White (includes Hispanic)","Delay-adjusted SEER Incidence Rate",10-14,17.0952,0.3609,16.3951,17.8173
Female,"White (includes Hispanic)","Delay-adjusted SEER Incidence Rate",15-19,27.1189,0.4491,26.2456,28.0136
Female,"White (includes Hispanic)","Delay-adjusted SEER Incidence Rate",20-24,44.2863,0.5592,43.1969,45.3960
Female,"White (includes Hispanic)","Delay-adjusted SEER Incidence Rate",25-29,79.8384,0.7381,78.3982,81.2983
Female,"White (includes Hispanic)","Delay-adjusted SEER Incidence Rate",30-34,136.8336,0.9850,134.9099,138.7778
Female,"White (includes Hispanic)","Delay-adjusted SEER Incidence Rate",35-39,207.6432,1.2443,205.2114,210.0964
Female,"White (includes Hispanic)","Delay-adjusted SEER Incidence Rate",40-44,326.0185,1.5837,322.9219,329.1373
Female,"White (includes Hispanic)","Delay-adjusted SEER Incidence Rate",45-49,470.4492,1.8325,466.8642,474.0546
Female,"White (includes Hispanic)","Delay-adjusted SEER Incidence Rate",50-54,648.6271,2.0868,644.5434,652.7300
Female,"White (includes Hispanic)","Delay-adjusted SEER Incidence Rate",55-59,831.6124,2.3481,827.0164,836.2274
Female,"White (includes Hispanic)","Delay-adjusted SEER Incidence Rate",60-64,1087.4290,2.8261,1081.8970,1092.9822
Female,"White (includes Hispanic)","Delay-adjusted SEER Incidence Rate",65-69,1430.3396,3.5081,1423.4720,1437.2318
Female,"White (includes Hispanic)","Delay-adjusted SEER Incidence Rate",70-74,1746.1745,4.4538,1737.4561,1754.9256
Female,"White (includes Hispanic)","Delay-adjusted SEER Incidence Rate",75-79,1978.3212,5.5850,1967.3896,1989.2980
Female,"White (includes Hispanic)","Delay-adjusted SEER Incidence Rate",80-84,2066.4267,6.5882,2053.5339,2079.3798
Female,"White (includes Hispanic)","Delay-adjusted SEER Incidence Rate",85+,1885.2908,5.5531,1874.4224,1896.2063
Male,"All Races (includes Hispanic)","Delay-adjusted SEER Incidence Rate",<1,28.3111,0.8813,26.6099,30.0922
Male,"All Races (includes Hispanic)","Delay-adjusted SEER Incidence Rate",1-4,23.8720,0.4021,23.0902,24.6733
Male,"All Races (includes Hispanic)","Delay-adjusted SEER Incidence Rate",5-9,14.9911,0.2831,14.4413,15.5564
Male,"All Races (includes Hispanic)","Delay-adjusted SEER Incidence Rate",10-14,17.1787,0.3012,16.5933,17.7793
Male,"All Races (includes Hispanic)","Delay-adjusted SEER Incidence Rate",15-19,25.9024,0.3656,25.1908,26.6289
Male,"All Races (includes Hispanic)","Delay-adjusted SEER Incidence Rate",20-24,38.1941,0.4276,37.3605,39.0416
Male,"All Races (includes Hispanic)","Delay-adjusted SEER Incidence Rate",25-29,52.0914,0.4893,51.1368,53.0592
Male,"All Races (includes Hispanic)","Delay-adjusted SEER Incidence Rate",30-34,73.4499,0.6000,72.2785,74.6354
Male,"All Races (includes Hispanic)","Delay-adjusted SEER Incidence Rate",35-39,100.4602,0.7272,99.0400,101.8956
Male,"All Races (includes Hispanic)","Delay-adjusted SEER Incidence Rate",40-44,151.2161,0.9154,149.4272,153.0211
Male,"All Races (includes Hispanic)","Delay-adjusted SEER Incidence Rate",45-49,263.5648,1.1823,261.2525,265.8923
Male,"All Races (includes Hispanic)","Delay-adjusted SEER Incidence Rate",50-54,519.2271,1.6375,516.0226,522.4466
Male,"All Races (includes Hispanic)","Delay-adjusted SEER Incidence Rate",55-59,879.0066,2.1571,874.7838,883.2446
Male,"All Races (includes Hispanic)","Delay-adjusted SEER Incidence Rate",60-64,1352.9882,2.8828,1347.3438,1358.6503
Male,"All Races (includes Hispanic)","Delay-adjusted SEER Incidence Rate",65-69,1942.2152,3.8313,1934.7131,1949.7391
Male,"All Races (includes Hispanic)","Delay-adjusted SEER Incidence Rate",70-74,2361.3606,5.0140,2351.5435,2371.2084
Male,"All Races (includes Hispanic)","Delay-adjusted SEER Incidence Rate",75-79,2723.8927,6.5795,2711.0121,2736.8190
Male,"All Races (includes Hispanic)","Delay-adjusted SEER Incidence Rate",80-84,2930.7163,8.3748,2914.3246,2947.1770
Male,"All Races (includes Hispanic)","Delay-adjusted SEER Incidence Rate",85+,2859.3308,8.5098,2842.6759,2876.0588
Male,"American Indian / Alaska Native (includes Hispanic)","Delay-adjusted SEER Incidence Rate",<1,-,-,-,-
Male,"American Indian / Alaska Native (includes Hispanic)","Delay-adjusted SEER Incidence Rate",1-4,16.9339,3.2032,11.2477,24.4370
Male,"American Indian / Alaska Native (includes Hispanic)","Delay-adjusted SEER Incidence Rate",5-9,10.0666,2.2530,6.1459,15.5030
